"(PDH-CSV 4.0) (Korea Standard Time)(-540)","\\DESKTOP-PBJRE7A\Process(myIOCP)\% Processor Time","\\DESKTOP-PBJRE7A\Process(myIOCP)\Handle Count","\\DESKTOP-PBJRE7A\Process(myIOCP)\Private Bytes","\\DESKTOP-PBJRE7A\Process(myIOCP)\Thread Count"
"06/02/2026 13:13:41.632","132.60258321418370997","1141","421003264","48"
"06/02/2026 13:13:46.645","135.27960141607243827","1625","421040128","48"
"06/02/2026 13:13:51.643","126.60504435910644361","1733","421040128","48"
"06/02/2026 13:13:56.643","130.33462560604286296","1756","421040128","48"
"06/02/2026 13:14:01.643","130.29661423679223731","1501","421040128","48"
"06/02/2026 13:14:06.644","128.72355503285405121","1154","421040128","48"
"06/02/2026 13:14:11.642","139.44824100514071574","1586","421040128","48"
"06/02/2026 13:14:16.641","138.75968265065537821","1615","421040128","48"
"06/02/2026 13:14:21.640","133.17213760982838267","1691","421040128","48"
"06/02/2026 13:14:26.638","127.52761993192484624","1640","421113856","48"
"06/02/2026 13:14:31.637","134.09458347004104439","1186","421113856","48"
"06/02/2026 13:14:36.636","135.65279525774832337","1626","421113856","48"
"06/02/2026 13:14:41.634","135.35998699063605955","1201","421150720","49"
"06/02/2026 13:14:46.633","128.78246090709623672","1584","421187584","49"
"06/02/2026 13:14:51.645","137.78646691797055723","1699","421187584","49"
"06/02/2026 13:14:56.644","130.96433197233449164","1797","421187584","49"
"06/02/2026 13:15:01.642","137.56099729742160775","1616","421187584","49"
"06/02/2026 13:15:06.642","138.7691501427196954","1610","421187584","49"
"06/02/2026 13:15:11.641","137.52343949502753162","1641","421187584","49"
"06/02/2026 13:15:16.641","136.25087745565082287","1603","421187584","49"
"06/02/2026 13:15:21.640","143.13437243870728821","1688","421187584","49"
"06/02/2026 13:15:26.640","132.51777328375283105","1084","421187584","49"
"06/02/2026 13:15:31.637","136.93468435152144025","1619","421187584","49"
"06/02/2026 13:15:36.635","131.00437773483363912","1545","421187584","49"
"06/02/2026 13:15:41.634","136.88984433471966895","1138","421187584","49"
"06/02/2026 13:15:46.648","129.95850343332787702","1549","421187584","49"
"06/02/2026 13:15:51.646","136.94277023813546634","1616","421154816","48"
"06/02/2026 13:15:56.644","137.52906814384289191","1309","421154816","48"
"06/02/2026 13:16:01.643","126.27840506443519075","1742","421154816","48"
"06/02/2026 13:16:06.642","133.17086670991221808","1670","421154816","48"
"06/02/2026 13:16:11.641","121.89766809035809558","1260","421154816","48"
"06/02/2026 13:16:16.639","131.90775005618397131","1641","421154816","48"
"06/02/2026 13:16:21.638","134.40255521186955434","1617","421154816","48"
"06/02/2026 13:16:26.638","126.56344163200574826","1327","421154816","48"
"06/02/2026 13:16:31.636","135.67875049379563279","1611","421154816","48"
"06/02/2026 13:16:36.634","137.56054589867184745","1466","421154816","48"
"06/02/2026 13:16:41.647","132.1722867453520962","1532","421154816","48"
"06/02/2026 13:16:46.645","125.04962219107787291","1687","421154816","48"
"06/02/2026 13:16:51.643","128.47154495941424557","1743","421154816","48"
"06/02/2026 13:16:56.641","126.63097189912528506","1651","421154816","48"
"06/02/2026 13:17:01.641","131.87461756360906406","1672","421154816","48"
"06/02/2026 13:17:06.639","130.3670351381389878","1337","421154816","48"
"06/02/2026 13:17:11.636","133.18529564704533641","1630","421154816","48"
"06/02/2026 13:17:16.638","130.2780779262503188","1620","421154816","48"
"06/02/2026 13:17:21.636","138.17848059913109182","1627","421154816","48"
"06/02/2026 13:17:26.633","137.87441388429888889","1645","421154816","48"
"06/02/2026 13:17:31.647","134.93276681033168529","1255","421154816","48"
"06/02/2026 13:17:36.645","128.18403131009893059","1587","421232640","48"
"06/02/2026 13:17:41.644","138.14717262120569785","1569","421232640","48"
"06/02/2026 13:17:46.644","126.57967433021313752","1336","421232640","48"
"06/02/2026 13:17:51.644","127.79530386391206775","1630","421232640","48"
"06/02/2026 13:17:56.643","128.46558771609824134","1530","421232640","48"
"06/02/2026 13:18:01.642","134.10999639632373714","1623","421318656","48"
"06/02/2026 13:18:06.641","119.7083005142973775","1790","421318656","48"
"06/02/2026 13:18:11.639","115.03639291326204841","1711","421318656","48"
"06/02/2026 13:18:16.638","120.97508937977208632","1685","421318656","48"
"06/02/2026 13:18:21.636","123.46524017016142238","1476","421318656","48"
"06/02/2026 13:18:26.635","139.40076126068098006","1515","421318656","48"
"06/02/2026 13:18:31.634","132.83923256716181527","1265","421318656","48"
"06/02/2026 13:18:36.633","138.46635361876707293","1522","421318656","48"
