"(PDH-CSV 4.0) (Korea Standard Time)(-540)","\\DESKTOP-PBJRE7A\Process(myIOCP)\% Processor Time","\\DESKTOP-PBJRE7A\Process(myIOCP)\Handle Count","\\DESKTOP-PBJRE7A\Process(myIOCP)\Private Bytes","\\DESKTOP-PBJRE7A\Process(myIOCP)\Thread Count"
"06/02/2026 13:18:41.647","139.92312751766894507","1572","421318656","48"
"06/02/2026 13:18:46.647","127.20746139484207049","1589","421318656","48"
"06/02/2026 13:18:51.647","131.56311308410698757","1533","421318656","48"
"06/02/2026 13:18:56.645","125.65158033530411785","1615","421318656","48"
"06/02/2026 13:19:01.644","133.17272377729284472","1552","421318656","48"
"06/02/2026 13:19:06.643","133.15414477920927538","1685","421318656","48"
"06/02/2026 13:19:11.640","127.24240509779968988","1652","421318656","48"
"06/02/2026 13:19:16.639","131.58668300060185175","1724","421318656","48"
"06/02/2026 13:19:21.637","132.24551346184543377","1612","421318656","48"
"06/02/2026 13:19:26.636","123.46560324060962444","1728","421318656","48"
"06/02/2026 13:19:31.634","127.87966239869179219","1352","421318656","48"
"06/02/2026 13:19:36.648","129.93345552487372174","1319","421318656","48"
"06/02/2026 13:19:41.647","137.21396857453802909","1565","421318656","48"
"06/02/2026 13:19:46.646","141.58856928737719727","1235","421318656","48"
"06/02/2026 13:19:51.645","142.52127272516693779","1585","421318656","48"
"06/02/2026 13:19:56.643","134.11712053851050541","1669","421318656","48"
"06/02/2026 13:20:01.641","126.61197996176905178","1493","421318656","48"
"06/02/2026 13:20:06.641","127.52107668355425574","1679","421318656","48"
"06/02/2026 13:20:11.642","133.72235156659007771","1599","421318656","48"
"06/02/2026 13:20:16.641","138.47022051310725033","1642","421318656","48"
"06/02/2026 13:20:21.641","137.80839882205106051","1518","421355520","48"
"06/02/2026 13:20:26.639","129.4144921264172865","1751","421392384","48"
"06/02/2026 13:20:31.638","120.95754508437137531","1597","421392384","48"
"06/02/2026 13:20:36.637","133.77830748986485787","1453","421392384","48"
"06/02/2026 13:20:41.635","128.17301617531958868","1472","421392384","48"
"06/02/2026 13:20:46.636","126.24289000043518172","1584","421392384","48"
"06/02/2026 13:20:51.634","133.18060290171146676","1537","421392384","48"
"06/02/2026 13:20:56.646","128.73495193768781064","1387","421392384","48"
"06/02/2026 13:21:01.644","138.48780431003757485","1522","421392384","48"
"06/02/2026 13:21:06.642","136.32781318921215075","1533","421392384","48"
"06/02/2026 13:21:11.641","128.44724657707027404","1641","421392384","48"
"06/02/2026 13:21:16.641","129.07972439842373547","1700","421392384","48"
"06/02/2026 13:21:21.642","133.72118843274029132","1660","421392384","48"
"06/02/2026 13:21:26.641","130.64888261574216699","1694","421392384","48"
"06/02/2026 13:21:31.639","136.92071234902485344","1568","421392384","48"
"06/02/2026 13:21:36.637","133.19236070450267562","1669","421392384","48"
"06/02/2026 13:21:41.635","135.67614176487685995","1422","421392384","48"
"06/02/2026 13:21:46.633","129.10008103358887865","1656","421392384","48"
"06/02/2026 13:21:51.647","137.73827500004787794","1666","421392384","48"
"06/02/2026 13:21:56.646","142.21890477855319546","1734","421392384","48"
"06/02/2026 13:22:01.645","136.27308738646502206","1669","421392384","48"
"06/02/2026 13:22:06.644","136.27260489970075241","1650","421392384","48"
"06/02/2026 13:22:11.644","131.27313557741416616","1698","421392384","48"
"06/02/2026 13:22:16.643","132.50394331735313358","1636","421392384","48"
"06/02/2026 13:22:21.642","135.04484839415169972","1592","421392384","48"
"06/02/2026 13:22:26.641","123.4683078121652926","1648","421392384","48"
"06/02/2026 13:22:31.642","123.09646870048460698","1434","421470208","48"
"06/02/2026 13:22:36.640","135.34573279122957956","1215","421470208","48"
"06/02/2026 13:22:41.639","112.84380964342366838","1085","421470208","48"
"06/02/2026 13:22:46.637","120.66799883470476118","1588","421470208","48"
"06/02/2026 13:22:51.638","131.53743159628638182","1500","421470208","48"
"06/02/2026 13:22:56.637","130.02265514743288577","1167","421470208","48"
"06/02/2026 13:23:01.638","112.7880249985752954","990","421470208","48"
"06/02/2026 13:23:06.637","109.09013689528104862","944","421470208","48"
"06/02/2026 13:23:11.671","111.11324978252592643","1179","421470208","48"
"06/02/2026 13:23:16.634","87.222268427283026426","1567","421470208","48"
"06/02/2026 13:23:21.633","85.315755649235569535","1555","421470208","48"
"06/02/2026 13:23:26.634","92.183952761497735651","1577","421470208","48"
"06/02/2026 13:23:31.635","91.534863793923335606","1565","421470208","48"
"06/02/2026 13:23:36.635","82.821204508593851301","1573","421470208","48"
"06/02/2026 13:23:41.634","75.942931438456469095","1613","421470208","48"
"06/02/2026 13:23:46.635","94.986618285215968172","1610","421470208","48"
"06/02/2026 13:23:51.635","85.006016725863858596","1603","421470208","48"
"06/02/2026 13:23:56.634","74.065779632722140491","1555","421470208","48"
"06/02/2026 13:24:01.634","79.076816066780736492","1535","421470208","48"
"06/02/2026 13:24:06.648","86.320252569593748149","1569","421470208","48"
"06/02/2026 13:24:11.646","84.095233228581889762","1512","421470208","48"
"06/02/2026 13:24:16.643","89.413129334873559628","1491","421470208","48"
"06/02/2026 13:24:21.646","85.573787511126084837","1497","421470208","48"
"06/02/2026 13:24:26.644","92.853963008641883903","1494","421470208","48"
"06/02/2026 13:24:31.643","78.137902130399766065","1515","421470208","48"
"06/02/2026 13:24:36.642","102.52323586617670514","1440","421470208","48"
"06/02/2026 13:24:41.642","92.513225690744746998","1435","421470208","48"
"06/02/2026 13:24:46.641","95.331383240392256084","1453","421470208","48"
"06/02/2026 13:24:51.639","87.835029685114236031","1543","421498880","48"
"06/02/2026 13:24:56.642","90.880557877656173105","1635","421498880","48"
"06/02/2026 13:25:01.641","98.147336370811260053","1632","421498880","48"
"06/02/2026 13:25:06.640","95.952510810791238782","1584","421498880","48"
"06/02/2026 13:25:11.641","89.685625570425571595","1469","421498880","48"
"06/02/2026 13:25:16.639","103.46166450636211209","1382","421498880","48"
"06/02/2026 13:25:21.638","91.271516347263698776","1323","421498880","48"
"06/02/2026 13:25:26.638","103.438242686582484","1333","421498880","48"
"06/02/2026 13:25:31.639","95.607075585469232237","1402","421498880","48"
"06/02/2026 13:25:36.638","89.089980695445319725","1437","421498880","48"
"06/02/2026 13:25:41.636","89.41051206718285016","1513","421498880","48"
"06/02/2026 13:25:46.634","92.22383065584855899","1518","421498880","48"
"06/02/2026 13:25:51.646","87.279667715631944702","1556","421498880","48"
"06/02/2026 13:25:56.644","85.670496173698012399","1513","421498880","48"
"06/02/2026 13:26:01.642","88.147717429735990891","1454","421498880","48"
"06/02/2026 13:26:06.641","86.903572156453606112","1498","421498880","48"
"06/02/2026 13:26:11.639","96.592250413127246134","1519","421498880","48"
"06/02/2026 13:26:16.638","85.011357517364317005","1524","421498880","48"
"06/02/2026 13:26:21.637","93.768429247084213785","1581","421498880","48"
"06/02/2026 13:26:26.634","74.422396647528941571","1552","421498880","48"
"06/02/2026 13:26:31.634","77.497219399767942605","1565","421498880","48"
"06/02/2026 13:26:36.647","77.301267716852095191","1567","421498880","48"
"06/02/2026 13:26:41.646","95.647379573872697733","1628","421498880","48"
"06/02/2026 13:26:46.645","73.763259683560718827","1580","421498880","48"
"06/02/2026 13:26:51.643","88.485060720137070689","1618","421498880","48"
"06/02/2026 13:26:56.641","78.465358340825332562","1657","421498880","48"
"06/02/2026 13:27:01.639","94.094157038193927178","1622","421498880","48"
"06/02/2026 13:27:06.642","89.957122836970981439","1598","421498880","48"
"06/02/2026 13:27:11.640","85.017903070028495449","1530","421498880","48"
"06/02/2026 13:27:16.639","89.396562450863143567","1563","421498880","48"
"06/02/2026 13:27:21.638","95.031307113815572052","1620","421498880","48"
"06/02/2026 13:27:26.637","78.754109389427938481","1702","421498880","48"
"06/02/2026 13:27:31.634","69.417241779967937987","1652","421498880","48"
"06/02/2026 13:27:36.633","80.641047568466134976","1655","421498880","48"
"06/02/2026 13:27:41.647","85.074393786669872952","1576","421498880","48"
"06/02/2026 13:27:46.647","94.062765256998019936","1555","421498880","48"
"06/02/2026 13:27:51.646","89.704308793381699161","1513","421498880","48"
"06/02/2026 13:27:56.644","84.096153598747150681","1547","421498880","48"
"06/02/2026 13:28:01.642","84.409482961979634297","1531","421498880","48"
"06/02/2026 13:28:06.642","76.248969113937576481","1505","421498880","48"
"06/02/2026 13:28:11.641","80.965941716006000206","1531","421498880","48"
"06/02/2026 13:28:16.638","85.667868201247912907","1510","421498880","48"
"06/02/2026 13:28:21.637","78.764049931226736589","1497","421498880","48"
"06/02/2026 13:28:26.636","80.337806409018838849","1551","421498880","48"
"06/02/2026 13:28:31.634","79.096077866976088444","1526","421498880","48"
"06/02/2026 13:28:36.647","88.817502249096008882","1488","421498880","48"
"06/02/2026 13:28:41.646","69.388973551493805303","1486","421498880","48"
"06/02/2026 13:28:46.645","81.591180931921186925","1525","421498880","48"
"06/02/2026 13:28:51.643","86.585536947960378029","1615","421498880","48"
"06/02/2026 13:28:56.642","79.388991515864759663","1651","421498880","48"
"06/02/2026 13:29:01.641","81.277585612556904948","1590","421498880","48"
"06/02/2026 13:29:06.639","84.086595854908182446","1544","421498880","48"
"06/02/2026 13:29:11.637","82.844204477053366986","1476","421498880","48"
"06/02/2026 13:29:16.636","80.639661903327265691","1491","421498880","48"
"06/02/2026 13:29:21.634","83.473889607435467042","1486","421498880","48"
"06/02/2026 13:29:26.647","74.493240995725813036","1563","421498880","48"
"06/02/2026 13:29:31.645","75.030105079362044762","1585","421498880","48"
"06/02/2026 13:29:36.643","79.729102645760562496","1592","421498880","48"
"06/02/2026 13:29:41.640","78.783694210339888286","1507","421498880","48"
"06/02/2026 13:29:46.638","75.668668388527009938","1526","421498880","48"
"06/02/2026 13:29:51.636","85.972358352417572291","1568","421498880","48"
"06/02/2026 13:29:56.634","84.71998842115974071","1591","421498880","48"
"06/02/2026 13:30:01.647","81.341636308596719118","1636","421498880","48"
"06/02/2026 13:30:06.645","78.789361589262767893","1671","421498880","48"
"06/02/2026 13:30:11.645","80.928173837247001643","1616","421498880","48"
"06/02/2026 13:30:16.644","87.52316913333298487","1597","421498880","48"
"06/02/2026 13:30:21.642","92.219629318854686062","1575","421498880","48"
"06/02/2026 13:30:26.641","90.967985191197271888","1573","421498880","48"
"06/02/2026 13:30:31.639","95.023982152615687369","1580","421498880","48"
"06/02/2026 13:30:36.637","96.914583792604247492","1591","421498880","48"
"06/02/2026 13:30:41.636","100.6458256342402251","1516","421498880","48"
"06/02/2026 13:30:46.634","87.235205444449348988","1497","421498880","48"
"06/02/2026 13:30:51.647","87.261836270267551185","1554","421498880","48"
"06/02/2026 13:30:56.646","90.330369153625966305","1533","421498880","48"
"06/02/2026 13:31:01.645","87.841308435514505959","1485","421498880","48"
"06/02/2026 13:31:06.643","86.284477551540035734","1551","421498880","48"
"06/02/2026 13:31:11.644","87.482517493704065714","1579","421498880","48"
"06/02/2026 13:31:16.641","82.533640711954191715","1496","421498880","48"
"06/02/2026 13:31:21.641","97.828856984887863746","1421","421498880","48"
"06/02/2026 13:31:26.639","97.839294269128544101","1443","421498880","48"
"06/02/2026 13:31:31.638","79.393506626394611203","1446","421498880","48"
"06/02/2026 13:31:36.637","91.574514576312409986","1544","421498880","48"
"06/02/2026 13:31:41.637","76.577126231110142385","1619","421498880","48"
"06/02/2026 13:31:46.635","79.716534356143199602","1568","421498880","48"
"06/02/2026 13:31:51.634","79.068610422213424727","1575","421498880","48"
"06/02/2026 13:31:56.647","86.038702712330945133","1480","421498880","48"
"06/02/2026 13:32:01.647","95.920355195712318164","1562","421498880","48"
"06/02/2026 13:32:06.647","82.202342454953665651","1541","421498880","48"
"06/02/2026 13:32:11.644","80.034922438056625538","1511","421498880","48"
"06/02/2026 13:32:16.643","87.842088729167528527","1520","421498880","48"
"06/02/2026 13:32:21.641","74.394982492297430099","1452","421498880","48"
"06/02/2026 13:32:26.640","89.078726580833972548","1429","421498880","48"
"06/02/2026 13:32:31.639","83.456980528394936414","1522","421498880","48"
"06/02/2026 13:32:36.638","81.576505054387737914","1539","421498880","48"
"06/02/2026 13:32:41.637","84.094223704950451292","1604","421498880","48"
"06/02/2026 13:32:46.635","80.030704580119206071","1590","421498880","48"
"06/02/2026 13:32:51.633","89.723032115178256163","1527","421498880","48"
"06/02/2026 13:32:56.646","105.97708991758602792","1485","421498880","48"
"06/02/2026 13:33:01.644","95.975143370732880044","1456","421498880","48"
"06/02/2026 13:33:06.642","79.079593845005533126","1489","421498880","48"
"06/02/2026 13:33:11.641","85.343274784887441342","1458","421498880","48"
"06/02/2026 13:33:16.639","93.461072751769449951","1454","421498880","48"
"06/02/2026 13:33:21.639","85.01528744898907064","1429","421498880","48"
"06/02/2026 13:33:26.638","80.939491111481345342","1452","421498880","48"
"06/02/2026 13:33:31.638","86.577124607888762853","1422","421498880","48"
"06/02/2026 13:33:36.635","89.115505902911053226","1439","421498880","48"
"06/02/2026 13:33:41.646","78.252870178101787246","1460","421498880","48"
"06/02/2026 13:33:46.644","75.342739561950594407","1556","421498880","48"
"06/02/2026 13:33:51.644","86.24872179394301952","1551","421498880","48"
"06/02/2026 13:33:56.643","78.467025572382382848","1565","421498880","48"
"06/02/2026 13:34:01.641","101.28918068087098447","1549","421498880","48"
"06/02/2026 13:34:06.638","87.552699721016068679","1606","421498880","48"
"06/02/2026 13:34:11.635","83.473403580347977027","1580","421498880","48"
"06/02/2026 13:34:16.648","88.532419185313401044","1608","421498880","48"
"06/02/2026 13:34:21.646","88.474662897403419493","1648","421498880","48"
"06/02/2026 13:34:26.645","85.641487699211850781","1591","421498880","48"
"06/02/2026 13:34:31.643","99.414751982727807444","1528","421498880","48"
"06/02/2026 13:34:36.641","92.537188845453215436","1555","421498880","48"
"06/02/2026 13:34:41.639","77.845917695548351389","1591","421498880","48"
"06/02/2026 13:34:46.637","87.846544049681014599","1610","421498880","48"
"06/02/2026 13:34:51.635","83.145576867363132578","1674","421498880","48"
"06/02/2026 13:34:56.633","75.029156330149888277","1665","421498880","48"
"06/02/2026 13:35:01.646","80.430074497252917354","1663","421498880","48"
"06/02/2026 13:35:06.644","83.467711973025757288","1498","421498880","48"
"06/02/2026 13:35:11.641","63.474927356166290338","1137","421498880","48"
"06/02/2026 13:35:16.640","73.755929976770133294","1148","421498880","48"
"06/02/2026 13:35:21.641","73.431819314457840164","1268","421498880","48"
"06/02/2026 13:35:26.638","91.621649104228708893","1416","421498880","48"
"06/02/2026 13:35:31.635","83.799939736086329845","1416","421498880","48"
"06/02/2026 13:35:36.647","94.136118303470752267","1523","421498880","48"
"06/02/2026 13:35:41.644","88.485825648819854905","1451","421498880","48"
"06/02/2026 13:35:46.643","69.703208315025875663","1066","421498880","48"
"06/02/2026 13:35:51.641","58.149185409195389695","819","421498880","48"
"06/02/2026 13:35:56.639","43.14850644334020302","703","421498880","48"
"06/02/2026 13:36:01.639","31.55793609128247823","676","421498880","48"
"06/02/2026 13:36:06.636","21.575525144529752453","780","421498880","48"
"06/02/2026 13:36:11.641","19.045865721795898651","966","421498880","48"
"06/02/2026 13:36:16.638","33.141424227018426052","1331","421498880","48"
"06/02/2026 13:36:21.636","40.6404197880759952","1608","421498880","48"
"06/02/2026 13:36:26.635","36.882366883961402948","1625","421527552","48"
"06/02/2026 13:36:31.633","38.457134674679508635","1663","421527552","48"
"06/02/2026 13:36:36.645","38.030400140259104091","1649","421527552","48"
"06/02/2026 13:36:41.643","28.135718020422700647","1612","421527552","48"
"06/02/2026 13:36:46.641","40.645688655525660238","1596","421527552","48"
"06/02/2026 13:36:51.639","44.38653339683783372","1589","421527552","48"
"06/02/2026 13:36:56.638","34.074814638010174406","1593","421527552","48"
"06/02/2026 13:37:01.635","30.991378803368618833","1579","421527552","48"
"06/02/2026 13:37:06.646","39.950431367016136619","1532","421527552","48"
"06/02/2026 13:37:11.644","36.270716382368952679","1536","421527552","48"
"06/02/2026 13:37:16.641","40.95547126078923128","1456","421527552","48"
"06/02/2026 13:37:21.641","42.193207053186014832","1455","421527552","48"
"06/02/2026 13:37:26.639","45.636273985125285435","1415","421527552","48"
"06/02/2026 13:37:31.638","46.263370113962935193","1456","421527552","48"
"06/02/2026 13:37:36.635","36.274207229452507306","1393","421527552","48"
"06/02/2026 13:37:41.633","38.13990125942205367","1411","421527552","48"
"06/02/2026 13:37:46.647","45.493728755550435494","1435","421527552","48"
"06/02/2026 13:37:51.646","35.944275495930980924","1522","421527552","48"
"06/02/2026 13:37:56.644","36.887566856276599481","1509","421527552","48"
"06/02/2026 13:38:01.642","32.519041199383885044","1445","421527552","48"
"06/02/2026 13:38:06.639","34.390782617959033018","1367","421527552","48"
"06/02/2026 13:38:11.637","41.26544152821985989","1398","421527552","48"
"06/02/2026 13:38:16.635","37.521458522128803281","1426","421527552","48"
"06/02/2026 13:38:21.646","41.463547244501000932","1460","421527552","48"
"06/02/2026 13:38:26.644","44.706028860721616525","1444","421527552","48"
"06/02/2026 13:38:31.642","46.587758018887519995","1394","421527552","48"
"06/02/2026 13:38:36.639","35.641172538451051821","1418","421527552","48"
"06/02/2026 13:38:41.639","47.195223970354987841","1512","421527552","48"
"06/02/2026 13:38:46.636","51.585097367752922537","1521","421527552","48"
"06/02/2026 13:38:51.635","41.265392816828530442","1532","421527552","48"
"06/02/2026 13:38:56.646","45.51705539279488022","1489","421527552","48"
"06/02/2026 13:39:01.643","42.214062776861709381","1543","421527552","48"
"06/02/2026 13:39:06.643","35.941576493605900566","1450","421527552","48"
"06/02/2026 13:39:11.641","44.704443878318762984","1491","421527552","48"
"06/02/2026 13:39:16.639","37.199816859362130117","1487","421527552","48"
"06/02/2026 13:39:21.638","39.069183174473828046","1513","421527552","48"
"06/02/2026 13:39:26.636","44.086385121731254344","1486","421527552","48"
"06/02/2026 13:39:31.634","36.889455502033023038","1541","421527552","48"
"06/02/2026 13:39:36.646","39.593317001250106557","1517","421527552","48"
"06/02/2026 13:39:41.644","45.328994314451144021","1482","421527552","48"
"06/02/2026 13:39:46.641","38.142216633744141063","1418","421527552","48"
"06/02/2026 13:39:51.639","34.70250189156772791","1523","421527552","48"
"06/02/2026 13:39:56.639","42.193570810968282103","1539","421527552","48"
"06/02/2026 13:40:01.635","40.649968836858349164","1624","421527552","48"
"06/02/2026 13:40:06.633","37.202623610550162425","1629","421527552","48"
"06/02/2026 13:40:11.645","44.581517250670330554","1620","421527552","48"
"06/02/2026 13:40:16.644","40.952042070139107466","1628","421527552","48"
"06/02/2026 13:40:21.641","46.589566674655308987","1634","421560320","48"
"06/02/2026 13:40:26.638","33.139708065233513423","1682","421560320","48"
"06/02/2026 13:40:31.636","32.514048670149399811","1669","421560320","48"
"06/02/2026 13:40:36.634","39.390170730355087869","1627","421560320","48"
"06/02/2026 13:40:41.634","40.631878164335660131","1657","421560320","48"
"06/02/2026 13:40:46.646","29.927165061303700355","1199","421560320","48"
"06/02/2026 13:40:51.647","19.056026667740969316","941","421560320","48"
"06/02/2026 13:40:56.640","12.829936139812728513","962","421560320","48"
"06/02/2026 13:41:01.636","23.457890067204214546","1046","421560320","48"
"06/02/2026 13:41:06.634","25.322176616572257046","1313","421560320","48"
"06/02/2026 13:41:11.647","19.635883545641245718","1609","421560320","48"
"06/02/2026 13:41:16.647","32.506206735113998718","1647","421560320","48"
"06/02/2026 13:41:21.646","33.752177015417494488","1616","421560320","48"
"06/02/2026 13:41:26.645","41.262329183960169132","1630","421560320","48"
"06/02/2026 13:41:31.643","42.824147311585804232","1598","421560320","48"
"06/02/2026 13:41:36.641","41.891737424770688847","1548","421560320","48"
"06/02/2026 13:41:41.639","35.957207426246178272","1569","421560320","48"
"06/02/2026 13:41:46.637","28.444236164008362522","1587","421560320","48"
"06/02/2026 13:41:51.636","39.7022485913066987","1553","421560320","48"
"06/02/2026 13:41:56.632","36.585495447308453265","1568","421560320","48"
"06/02/2026 13:42:01.645","33.350720757574379149","1593","421560320","48"
"06/02/2026 13:42:06.643","30.950519026323231486","1599","421560320","48"
"06/02/2026 13:42:11.641","41.89194110098124213","1548","421560320","48"
"06/02/2026 13:42:16.639","33.137651955516616908","1558","421560320","48"
"06/02/2026 13:42:21.638","37.819762150728180927","1554","421560320","48"
"06/02/2026 13:42:26.637","34.075280274619800025","1487","421560320","48"
"06/02/2026 13:42:31.635","34.70087996529701968","1531","421560320","48"
"06/02/2026 13:42:36.632","35.014954186634028588","1496","421560320","48"
"06/02/2026 13:42:41.645","47.074149214623126625","1383","421560320","48"
"06/02/2026 13:42:46.643","39.70238521826603062","1423","421560320","48"
"06/02/2026 13:42:51.641","50.013358568073527977","1545","421560320","48"
"06/02/2026 13:42:56.639","43.140751551206371062","1511","421560320","48"
"06/02/2026 13:43:01.638","41.266273767723035348","1574","421560320","48"
"06/02/2026 13:43:06.635","45.643700223981767294","1587","421560320","48"
"06/02/2026 13:43:11.660","42.605437573393309947","1682","421560320","48"
"06/02/2026 13:43:16.649","62.951371985627737615","1678","421560320","48"
"06/02/2026 13:43:21.662","56.706557706856401069","1675","421560320","48"
"06/02/2026 13:43:26.654","41.645235756973661978","1674","421560320","48"
"06/02/2026 13:43:31.640","62.042538429925400578","1633","421560320","48"
"06/02/2026 13:43:36.655","63.253517025169571752","1673","421560320","48"
"06/02/2026 13:43:41.646","45.378205826909130849","1661","421560320","48"
"06/02/2026 13:43:46.649","46.858324996466755863","1609","421560320","48"
"06/02/2026 13:43:51.659","29.320083483635151822","1662","421560320","48"
"06/02/2026 13:43:56.651","52.895266281055299373","1661","421560320","48"
"06/02/2026 13:44:01.644","60.702508605137552422","1609","421560320","48"
"06/02/2026 13:44:06.656","42.389876188447559002","1575","421560320","48"
"06/02/2026 13:44:11.649","39.125804769601117528","1522","421560320","48"
"06/02/2026 13:44:16.653","54.337781879679333485","1527","421560320","48"
"06/02/2026 13:44:21.645","44.749712840779764633","1502","421560320","48"
"06/02/2026 13:44:26.637","45.393994021707413822","1504","421560320","48"
"06/02/2026 13:44:31.641","43.403310344375526597","1479","421560320","48"
"06/02/2026 13:44:36.651","36.792644081341208562","1518","421560320","48"
"06/02/2026 13:44:41.646","47.556927544547924924","1499","421560320","48"
"06/02/2026 13:44:46.647","39.994675108955995313","1547","421560320","48"
"06/02/2026 13:44:51.659","40.52788626836601793","1579","421560320","48"
"06/02/2026 13:44:56.655","37.84103819736692742","1587","421560320","48"
"06/02/2026 13:45:01.642","39.78315940244637261","1544","421560320","48"
"06/02/2026 13:45:06.654","44.888670709998720554","1580","421560320","48"
"06/02/2026 13:45:11.643","44.170605790848874506","1558","421560320","48"
"06/02/2026 13:45:16.641","29.075118601473036506","1590","421560320","48"
"06/02/2026 13:45:21.641","39.998685643189766381","1607","421560320","48"
"06/02/2026 13:45:26.654","38.96314864652919141","1609","421560320","48"
"06/02/2026 13:45:31.643","53.227610057564568535","1672","421560320","48"
"06/02/2026 13:45:36.658","42.998248901921940046","1657","421560320","48"
"06/02/2026 13:45:41.649","49.781752788188931902","1639","421560320","48"
"06/02/2026 13:45:46.658","39.919531804569615474","1644","421560320","48"
"06/02/2026 13:45:51.653","69.446827464710196409","1641","421638144","48"
"06/02/2026 13:45:56.651","49.722239934597503463","1675","421638144","48"
"06/02/2026 13:46:01.653","45.608768751376757677","1640","421715968","48"
"06/02/2026 13:46:06.651","32.198814663472745679","1618","421715968","48"
"06/02/2026 13:46:11.642","40.694450777474870051","1582","421715968","48"
"06/02/2026 13:46:16.652","47.7207492242964193","1562","421715968","48"
"06/02/2026 13:46:21.643","39.12845022027727282","1603","421715968","48"
"06/02/2026 13:46:26.648","51.18903181554641435","1538","421715968","48"
"06/02/2026 13:46:31.654","44.647808990763394377","1566","421715968","48"
"06/02/2026 13:46:36.653","48.136385217831723082","1576","421715968","48"
"06/02/2026 13:46:41.651","41.890101381548049631","1562","421715968","48"
"06/02/2026 13:46:46.650","42.509494920785506622","1539","421752832","48"
"06/02/2026 13:46:51.661","41.151406990048819523","1495","421752832","48"
"06/02/2026 13:46:56.636","51.828282689591794963","1599","421752832","48"
"06/02/2026 13:47:01.649","48.931237063453579594","1513","421752832","48"
"06/02/2026 13:47:06.649","40.302803951425367757","1506","421752832","48"
"06/02/2026 13:47:11.653","46.857031265650249452","1504","421752832","48"
"06/02/2026 13:47:16.660","41.501996729088460825","1471","421752832","48"
"06/02/2026 13:47:21.656","49.412542661663479748","1456","421752832","48"
"06/02/2026 13:47:26.638","63.035861270827055591","1469","421752832","48"
"06/02/2026 13:47:31.635","56.910434713069747659","1452","421752832","48"
"06/02/2026 13:47:36.654","55.73135751095702517","1494","421752832","48"
"06/02/2026 13:47:41.638","50.144088034084177252","1480","421752832","48"
"06/02/2026 13:47:46.645","46.502789488241305094","1464","421752832","48"
"06/02/2026 13:47:51.638","50.674996965506103663","1494","422076416","48"
"06/02/2026 13:47:56.648","47.744996214552017477","1504","422309888","48"
"06/02/2026 13:48:01.646","53.146168118761707433","1512","422309888","48"
"06/02/2026 13:48:06.650","41.207488706350979157","1570","422309888","48"
"06/02/2026 13:48:11.637","35.406366526425536279","1480","422309888","48"
"06/02/2026 13:48:16.649","43.957637297920321373","1499","422309888","48"
"06/02/2026 13:48:21.659","57.392350316358609064","1564","422309888","48"
"06/02/2026 13:48:26.645","64.558466122534980514","1557","422309888","48"
"06/02/2026 13:48:31.657","64.22397859880449289","1617","422309888","48"
"06/02/2026 13:48:36.652","63.467234399316076576","1584","422309888","48"
"06/02/2026 13:48:41.651","35.320478189613467634","1604","422309888","48"
"06/02/2026 13:48:46.650","54.412293097443118484","1599","422309888","48"
"06/02/2026 13:48:51.653","69.020626566274771108","1677","422309888","48"
"06/02/2026 13:48:56.640","44.176950994018241659","1670","422309888","48"
"06/02/2026 13:49:01.649","61.738384068964514029","1684","422309888","48"
"06/02/2026 13:49:06.649","55.617532790047604863","1644","422309888","48"
"06/02/2026 13:49:11.642","71.016491643655228927","1652","422309888","48"
"06/02/2026 13:49:16.644","54.713791070885385182","1652","422309888","48"
"06/02/2026 13:49:21.647","42.145736946345131457","1636","422309888","48"
"06/02/2026 13:49:26.656","63.97334929935040293","1629","422309888","48"
"06/02/2026 13:49:31.654","60.627796153958627201","1655","422309888","48"
"06/02/2026 13:49:36.653","61.275750521399110937","1600","422309888","48"
"06/02/2026 13:49:41.646","48.810228893841269837","1633","422309888","48"
"06/02/2026 13:49:46.646","59.691910038313636733","1646","422387712","48"
"06/02/2026 13:49:51.650","59.012036447152581786","1646","422387712","48"
"06/02/2026 13:49:56.644","54.136096941069446586","1672","422387712","48"
"06/02/2026 13:50:01.656","57.671932738021659759","1673","422387712","48"
"06/02/2026 13:50:06.642","45.748953128585654326","1623","422387712","48"
"06/02/2026 13:50:11.652","39.921411507734106294","1613","422387712","48"
"06/02/2026 13:50:16.640","55.144766039807699087","1607","422387712","48"
"06/02/2026 13:50:21.640","59.045230450997685523","1599","422387712","48"
"06/02/2026 13:50:26.645","43.086457440361300542","1544","422387712","48"
"06/02/2026 13:50:31.651","55.873897624855672461","1570","422387712","48"
"06/02/2026 13:50:36.663","55.803098237894033673","1554","422387712","48"
"06/02/2026 13:50:41.647","40.439677934342157073","1545","422387712","48"
"06/02/2026 13:50:46.650","58.723028513003974638","1566","422387712","48"
"06/02/2026 13:50:51.647","62.223452710976403068","1560","422387712","48"
"06/02/2026 13:50:56.649","57.475213239538312848","1568","422387712","48"
"06/02/2026 13:51:01.651","57.462340331393612303","1573","422387712","48"
"06/02/2026 13:51:06.653","48.743085305918505412","1569","422387712","48"
"06/02/2026 13:51:11.651","39.386288898123979152","1606","422387712","48"
"06/02/2026 13:51:16.653","74.65096730961802507","1581","422387712","48"
"06/02/2026 13:51:21.654","58.124236247535712607","1573","422387712","48"
"06/02/2026 13:51:26.645","51.344961479356840073","1546","422387712","48"
"06/02/2026 13:51:31.641","53.793998111055032041","1532","422387712","48"
